Taxon id;Global sorteringsordning;Vetenskapligt namn;Svenskt namn;Kategori;Observationer;Landskapstyp;RedListCategory;Rödlistningskriterium
102216;6793;Corticaria fennica;finsk mögelbagge;Art;11;Skog (S) - Stor betydelse;VU;B2ab(iii)
105728;6799;Corticaria interstitialis;;Art;286;Skog (S) - Stor betydelse;NT;B2ab(iii,iv)
105737;6805;Corticaria obsoleta;;Art;74;Skog (S) - Stor betydelse;NT;B2ab(iii)
105731;6808;Corticaria polypori;;Art;291;Skog (S) - Stor betydelse;NT;B2ab(iii,iv)
100896;6861;Enicmus apicalis;slemsvampmögelbagge;Art;153;Skog (S) - Stor betydelse;VU;B2ab(iii,iv)
105695;6862;Enicmus atriceps;;Art;4;Skog (S) - Stor betydelse;VU;B2ab(iii)
100897;6863;Enicmus brevicornis;lindmögelbagge;Art;72;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(iii)
102237;6867;Enicmus lundbladi;aspmögelbagge;Art;57;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(iii,iv)
100898;6868;Enicmus planipennis;granbarkmögelbagge;Art;279;Skog (S) - Stor betydelse;NT;B2ab(iii,iv)
100772;6917;Rhizophagus aeneus;grön barkglansbagge;Art;63;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(iii)
101708;6919;Rhizophagus brancsiki;bokbarkglansbagge;Art;161;Skog (S) - Stor betydelse;VU;B2ab(iii)
105456;6925;Rhizophagus grandis;;Art;77;Skog (S) - Stor betydelse;NT;B2ab(iii)
101710;6929;Rhizophagus picipes;svart barkglansbagge;Art;158;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
100915;6980;Epuraea fuscicollis;;Art;16;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(iii)
105391;6981;Epuraea fussi;;Art;54;Skog (S) - Stor betydelse;NT;B2ab(iii)
100916;6987;Epuraea longiclavis;;Art;57;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2ab(iii)
105389;6996;Epuraea oblonga;;Art;129;Skog (S) - Stor betydelse;NT;B2ab(iii,iv)
100918;7005;Epuraea silesiaca;;Art;1;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(iii)c(iv)
102300;7026;Meligethes corvinus;;Art;108;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2b(iii)
101289;7027;Meligethes czwalinai;;Art;16;Skog (S) - Stor betydelse;NT;B1b(iii)c(iv)+2b(iii)c(iv)
101291;7034;Meligethes gagathinus;;Art;117;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2b(iii)
101293;7036;Meligethes hoffmanni;;Art;19;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;B2b(iii)
102302;7040;Meligethes lugubris;;Art;17;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(iii)
101295;7044;Meligethes nanus;;Art;15;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(iii,iv)
101296;7053;Meligethes serripes;;Art;23;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(iii)c(iv)
101297;7054;Meligethes solidus;;Art;71;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(iii)
233260;7057;Meligethes substrigosus;;Art;50;Jordbrukslandskap (J) - Stor betydelse;NT;B2b(iii)
100272;7070;Amphotis marginata;;Art;209;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
100779;7075;Cyllodes ater;;Art;66;Skog (S) - Stor betydelse;VU;B2ab(iii)
101783;7163;Silvanus bidentatus;tvåtandad plattbagge;Art;346;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii)
101784;7167;Silvanus unidentatus;entandad plattbagge;Art;60;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B2ab(iii)
102172;7182;Anthribus fasciatus;eksköldlusbagge;Art;34;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii)
101593;7187;Platyrhinus resinosus;storplattnos;Art;788;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(iii)c(iv)
102236;7196;Pseudeuparius sepicola;grenplattnos;Art;202;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(iii)
102355;7199;Gonotropis dorsalis;björkplattnos;Art;104;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(iii,iv)
250265;7200;Gonotropis gibbosa;rönnplattnos;Art;29;Skog (S) - Stor betydelse;NT;B2ab(iii,iv)
100629;7215;Choragus horni;mörk nästingbagge;Art;43;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii)
100630;7216;Choragus sheppardi;ljus nästingbagge;Art;56;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii)
100361;7266;Ceratapion penetrans;väddklintspetsvivel;Art;88;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;B2ab(iii)
100349;7272;Omphalapion dispar;färgkullaspetsvivel;Art;120;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2b(iii)c(iv)
100356;7274;Omphalapion laevigatum;åkerkullaspetsvivel;Art;100;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(iii)c(iv)
100368;7276;Taphrotopium sulcifrons;fältmalörtspetsvivel;Art;212;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2b(iii)
106198;7294;Squamapion atomarium;timjanspetsvivel;Art;239;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2b(iii)
